id|Niv_1|Niv_2|Niv_3|Niv_4|Niv_5|Niv_6|Niv_7|Niv_8|attribute|valeur|
4|road||||||||name|road 4|
4|road||||||||length|19.700000|
4|road||||||||id|4|
4|road||||||||junction|-1|
4|road|link|predecessor||||||elementType|road|
4|road|link|predecessor||||||elementId|-1|
4|road|link|predecessor||||||contactPoint|start|
4|road|link|successor||||||elementType|junction|
4|road|link|successor||||||elementId|1|
4|road|link|successor||||||contactPoint|end|
4|road|type|speed||||||max|13|
4|road|type|speed||||||unit|m/s|
4|road|type|||||||s|0.000000|
4|road|type|||||||type|town|
4|road|planView|geometry||||||s|0.000000|
4|road|planView|geometry||||||x|700340.408625|
4|road|planView|geometry||||||y|4972951.251880|
4|road|planView|geometry||||||hdg|0.000000|
4|road|planView|geometry||||||length|19.700000|
4|road|planView|geometry|poly3|||||a|0.000000|
4|road|planView|geometry|poly3|||||b|0.000000|
4|road|planView|geometry|poly3|||||c|-0.001934|
4|road|planView|geometry|poly3|||||d|0.000031|
4|road|lanes|laneSection||||||s|0.000000|
4|road|lanes|laneSection||||||singleSide|false|
4|road|lanes|laneSection|center|lane||||type|driving|
4|road|lanes|laneSection|center|lane||||id|0|
4|road|lanes|laneSection|center|lane||||level|true|
4|road|lanes|laneSection|center|lane|link|predecessor||id|0|
4|road|lanes|laneSection|center|lane|link|successor||id|0|
4|road|lanes|laneSection|center|lane|roadMark|||sOffset|0.000000|
4|road|lanes|laneSection|center|lane|roadMark|||type|solid|
4|road|lanes|laneSection|center|lane|roadMark|||weight|standard|
4|road|lanes|laneSection|center|lane|roadMark|||color|standard|
4|road|lanes|laneSection|center|lane|roadMark|||material|standard|
4|road|lanes|laneSection|center|lane|roadMark|||width|0.080000|
4|road|lanes|laneSection|center|lane|roadMark|||laneChange|none|
4|road|lanes|laneSection|center|lane|roadMark|||height|0.000000|
4|road|lanes|laneSection|right|lane||||type|driving|
4|road|lanes|laneSection|right|lane||||id|-1|
4|road|lanes|laneSection|right|lane||||level|true|
4|road|lanes|laneSection|right|lane|link|predecessor||id|-1|
4|road|lanes|laneSection|right|lane|link|successor||id|-1|
4|road|lanes|laneSection|right|lane|width|||sOffset|0.000000|
4|road|lanes|laneSection|right|lane|width|||a|3.311576|
4|road|lanes|laneSection|right|lane|width|||b|-0.007640|
4|road|lanes|laneSection|right|lane|width|||c|0.000860|
4|road|lanes|laneSection|right|lane|width|||d|-0.000023|
4|road|lanes|laneSection|right|lane|roadMark|||sOffset|0.000000|
4|road|lanes|laneSection|right|lane|roadMark|||type|broken|
4|road|lanes|laneSection|right|lane|roadMark|||weight|standard|
4|road|lanes|laneSection|right|lane|roadMark|||color|standard|
4|road|lanes|laneSection|right|lane|roadMark|||material|standard|
4|road|lanes|laneSection|right|lane|roadMark|||width|0.080000|
4|road|lanes|laneSection|right|lane|roadMark|||laneChange|none|
4|road|lanes|laneSection|right|lane|roadMark|||height|0.000000|
4|road|lanes|laneSection|left|lane||||type|driving|
4|road|lanes|laneSection|left|lane||||id|1|
4|road|lanes|laneSection|left|lane||||level|true|
4|road|lanes|laneSection|left|lane|link|predecessor||id|1|
4|road|lanes|laneSection|left|lane|link|successor||id|1|
4|road|lanes|laneSection|left|lane|width|||sOffset|0.000000|
4|road|lanes|laneSection|left|lane|width|||a|3.785188|
4|road|lanes|laneSection|left|lane|width|||b|-0.002476|
4|road|lanes|laneSection|left|lane|width|||c|0.001570|
4|road|lanes|laneSection|left|lane|width|||d|-0.000035|
4|road|lanes|laneSection|left|lane|roadMark|||sOffset|0.000000|
4|road|lanes|laneSection|left|lane|roadMark|||type|solid|
4|road|lanes|laneSection|left|lane|roadMark|||weight|standard|
4|road|lanes|laneSection|left|lane|roadMark|||color|standard|
4|road|lanes|laneSection|left|lane|roadMark|||material|standard|
4|road|lanes|laneSection|left|lane|roadMark|||width|0.080000|
4|road|lanes|laneSection|left|lane|roadMark|||laneChange|none|
4|road|lanes|laneSection|left|lane|roadMark|||height|0.000000|
4|road|lanes|laneSection|right|lane||||type|driving|
4|road|lanes|laneSection|right|lane||||id|-2|
4|road|lanes|laneSection|right|lane||||level|true|
4|road|lanes|laneSection|right|lane|link|predecessor||id|-2|
4|road|lanes|laneSection|right|lane|link|successor||id|-2|
4|road|lanes|laneSection|right|lane|width|||sOffset|0.000000|
4|road|lanes|laneSection|right|lane|width|||a|3.801260|
4|road|lanes|laneSection|right|lane|width|||b|0.005245|
4|road|lanes|laneSection|right|lane|width|||c|-0.000465|
4|road|lanes|laneSection|right|lane|width|||d|0.000017|
4|road|lanes|laneSection|right|lane|roadMark|||sOffset|0.000000|
4|road|lanes|laneSection|right|lane|roadMark|||type|solid|
4|road|lanes|laneSection|right|lane|roadMark|||weight|standard|
4|road|lanes|laneSection|right|lane|roadMark|||color|standard|
4|road|lanes|laneSection|right|lane|roadMark|||material|standard|
4|road|lanes|laneSection|right|lane|roadMark|||width|0.080000|
4|road|lanes|laneSection|right|lane|roadMark|||laneChange|none|
4|road|lanes|laneSection|right|lane|roadMark|||height|0.000000|
4|road|lanes|laneSection||||||s|18.700000|
4|road|lanes|laneSection||||||singleSide|false|
4|road|lanes|laneSection|center|lane||||type|driving|
4|road|lanes|laneSection|center|lane||||id|0|
4|road|lanes|laneSection|center|lane||||level|true|
4|road|lanes|laneSection|center|lane|link|predecessor||id|0|
4|road|lanes|laneSection|center|lane|link|successor||id|0|
4|road|lanes|laneSection|center|lane|roadMark|||sOffset|0.000000|
4|road|lanes|laneSection|center|lane|roadMark|||type|solid|
4|road|lanes|laneSection|center|lane|roadMark|||weight|standard|
4|road|lanes|laneSection|center|lane|roadMark|||color|standard|
4|road|lanes|laneSection|center|lane|roadMark|||material|standard|
4|road|lanes|laneSection|center|lane|roadMark|||width|0.080000|
4|road|lanes|laneSection|center|lane|roadMark|||laneChange|none|
4|road|lanes|laneSection|center|lane|roadMark|||height|0.000000|
